condition,feature_id,n_Q,window_valid_fraction,delta_x_inst_mean,delta_x_inst_abs_mean,delta_x_cycle_mean,delta_x_cycle_abs_mean,cycle_amp_mean,cycle_amp_max,phase_min,phase_max,cycle_count_min,cycle_count_max
DC03_AC07_5tau,j_n_mean_signed,80,1.0,-0.7893119356921126,0.8067143044962244,0.017126562398398885,0.017126562398398885,2.0834794113732267,2.0835442279872467,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,j_p_mean_signed,80,1.0,0.8936736879054678,0.9133769751552325,-0.01939103024797507,0.01939103024797507,2.3589543210082526,2.359027611789536,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,neg_avg_sto,80,1.0,-1.858289518576334e-05,4.274517623361201e-05,-0.0025623489490099382,0.004592291225967794,0.0325947704373422,0.03274237204865818,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,neg_avg_surface_sto,80,1.0,0.007537767535532709,0.007537767535532709,-0.0027234969844184558,0.0046338935410786515,0.04404825289154891,0.04481502969953172,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,neg_max_surface_sto,80,1.0,0.03523102329751972,0.035231023297519724,0.020796955017190373,0.021325339258594013,0.05831655653267798,0.0709991953621571,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,neg_min_surface_sto,80,1.0,-0.005402778074630255,0.006968301251070908,-0.013769839078415422,0.013812979019776277,0.03740271192292545,0.046487012329552546,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,neg_surface_minus_avg_sto,80,1.0,0.0075563504307184694,0.0075563504307184694,-0.00016114803540852687,0.00016153486427935448,0.01883279385128707,0.018840292701142708,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,neg_surface_sto_range,80,1.0,0.04063380137214998,0.04063380137214998,0.0345667940956058,0.0345667940956058,0.02374674270625801,0.03710556608541038,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,pos_avg_sto,80,1.0,1.2401512810798071e-05,2.8526494142844943e-05,0.0017100135904675364,0.0030647193509005357,0.021752501917262287,0.02185100558181008,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,pos_avg_surface_sto,80,1.0,-0.01451433548413866,0.01451433548413866,0.0020153693307133854,0.00318013802244523,0.0561924058145065,0.058198193796414666,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,pos_surface_minus_avg_sto,80,1.0,-0.014526736996949457,0.014526736996949457,0.0003053557402458528,0.0003109800174693067,0.0392092605828502,0.040314480909075745,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_5tau,total_heating_mean,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1451327116854967,0.5608960474023458,1.1745867111289838,22.246022513014815
DC03_AC07_f000412,cell_temperature_K,80,0.8,0.0,0.0,-7.815970093361103e-15,3.197442310920451e-14,0.0,0.0,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,elyte_c_mean,80,0.8,-26.01913895010993,26.01913895010993,-2.6981595987909017,2.930441346737335,70.5356460801911,73.95286101411898,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,elyte_c_range,80,0.8,604.3261850309559,604.3261850309559,247.12876492277852,247.12876492277852,1102.2962786039643,1131.974370706071,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,eta_n_mean,80,0.8,-0.0468613575636955,0.04692638061467768,-0.0035093274676208713,0.00594932793261208,0.1342415226156814,0.1446273359227936,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,eta_p_mean,80,0.8,0.005895182210530234,0.005905933390161078,0.0006020043476013247,0.000702275576342681,0.016891777963619892,0.01793392442735131,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,j_n_mean_signed,80,0.8,-0.8091302473829959,0.8102967344434641,-0.12680934147824385,0.12680934147824385,2.064801398074446,2.083546020148803,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,j_p_mean_signed,80,0.8,0.9161123408672793,0.917433058666137,0.14357587915523715,0.14357587915523712,2.3378067178032618,2.359029662461355,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,neg_avg_sto,80,0.8,2.085821503174344e-05,2.085821503174344e-05,-0.008659091168458552,0.0354880280236828,0.22536460293009167,0.22769174759721628,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,neg_avg_surface_sto,80,0.8,0.009105011823267315,0.009105011823267317,-0.00726468948839043,0.03591418260042338,0.22796471987255865,0.23113816657047465,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,neg_max_surface_sto,80,0.8,0.05832262137643938,0.05832262137643938,0.03039147684880984,0.044305679909048254,0.29093255548989594,0.3487253304745277,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,neg_min_surface_sto,80,0.8,-0.013016366267352874,0.0143653805149913,-0.022205702614554377,0.03917796075062774,0.198599710342886,0.21274751177169426,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,neg_surface_minus_avg_sto,80,0.8,0.00908415360823557,0.00908415360823557,0.001394401680068115,0.001394401680068115,0.022689691019098467,0.022954481877154098,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,neg_surface_sto_range,80,0.8,0.07133898764379225,0.07133898764379225,0.05259717946336421,0.05259717946336421,0.111366651094326,0.16893883200417145,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,pos_avg_sto,80,0.8,-1.3919974169674526e-05,1.3919974169674526e-05,0.005778745937347814,0.023683351263630213,0.1503997080373231,0.1519527552947213,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,pos_avg_surface_sto,80,0.8,-0.033722212639915115,0.033722212639915115,0.00028073081557133326,0.025947503023667207,0.19612589594470847,0.2042596102091211,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,pos_surface_minus_avg_sto,80,0.8,-0.033708292665745446,0.033708292665745446,-0.005498015121776478,0.005498015121776478,0.08173211765383025,0.08383153753080275,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
DC03_AC07_f000412,total_heating_mean,80,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.11101785746803092,0.5056312464481465,0.11101785746803092,2.5056312464481465
